0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
RT,@WorldStarFunny:,when,ling,ling,talkin,shitu,finally,understand,her,https://t.co/2KlOnqhsi9,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@BjwalkinRIVERS,bro,that,hoe,live,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@__iamjazz:,"""@shaaaaayy_:",i,wish,i,was,born,in,a,different,generation,",",cause,yall,just,make,my,pussy,bones,hurt,.,sicken,ass,children,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@trevso_electric:,You,want,a,hot,body?,You,want,a,Bugatti?,You,better,be,born,into,"wealth,",bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
The,word,bitch,don't,apply,to,all,women,but,all,women,got,a,little,bitch,in,em,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@TreyBizzy,I,thought,you,would,like,him,cause,of,the,Chi,but,yeah,he,a,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
niggas,talk,bout,"hoes,",but,the,same,hoes,be,in,their,beds,at,night,ctfuu,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@karlamorenoo,just,look,for,the,realest,niggah,on,rosecrans,that,be,me,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Tell,dem,THOT,bitches,im,NOT,right,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DeepInHerGut:,Anything,said,bout,my,moms,b,would,of,led,to,a,bitch,getting,stone,cold,stunner,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Never,seen,a,pussy,he,didn't,like.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sbsylvester,@kieffer_jason,@hunterbuch66,bitch,that,doesn't,even,make,any,sense,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Seem,like,da,colored,folk,be,gettin,in,da,way,lately.,I,just,sayin,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,niggas,ain't,shit,but,hoes,with,tricks,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,can't,with,these,second,class,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,knows,y'all,white,folk,only,be,playin,wit,me.,I,colored,and,I,knows,my,place,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
OMG,I,was,throwing,beer,bottles,on,street,and,yelling,at,drunk,homeless,people,to,stop,harassing,the,trannies..,#Game6,#torturebaseball,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Got,damn,man,hung,tf,over,like,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Had,to,block,that,bitch.,Soooo,annoying,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Curly,girls,is,where,its,at,and,you,bitches,need,to,get,with,it,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@chelsearaine:,Aw,that's,"cute,",your,mom,raised,you,to,be,a,bitchy,little,cunt,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DefendWallSt,Whatever!,Fuck,all,those,assholes.,They're,"niggers,",they,all,look,alike,to,me.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@iAmLekan_:,Lmaoo,nigger,is,scared,<pad>,@Damolabond:,So,results,are,supposed,to,be,out,today,Lol,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GinaMarieZ,all,I,did,was,bitch,about,"Jessie,",still,love,you,anyway,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
All,yall,bitches,dress,alike,wassup,wit,that,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@funnyorfact:,If,I,was,stranded,on,an,island,and,could,only,bring,one,"thing,",I,would,bring,Dora.,That,bitch,has,everything,in,that,fu,.,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Somaya_Reece:,I,am,nice,I,am,humble,but,I,will,still,let,a,bitch,know,what's,up!,HUNNNNEY,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
What,you,gonna,do,if,she,cheat,?,Cry,?,Fight,for,her,?,No,kick,that,bitch,out,and,go,straight,to,tootsies,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
See,Its,a,FINE,LINE,Killing,#faggots,doesn't,change,the,source,of,their,creation.,Which,is,#Stupid,PEOPLE,#overbreeding,#PERIOD,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@IvetteBrianna_,fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ThatsSoRyannn:,@zzachbarness:,"""IBS""",irritable,bitch,syndrome.,I,have,this,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Some,niggas,save,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Let,him,fuck,his,side,hoes,in,peace,smh,RT,@Morganbaileyyy:,wish,my,boyfriend,would,respond,to,my,texts,:(,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@kwagiheath:,One'a,y'all,b!tches,gon,end,up,dead,over,a,screen,shot,thinkn,that,sh!t,funny.ain't,too,many,niccas,gon,laugh,at,that,b!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@kiara_curry,i,know,im,so,kidding.,Some,of,BET,is,funny.,I,love,when,blacks,call,eachother,ignorant,and,niggers.,Makes,me,not,have,to,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@hannah_clare12,I'm,on,my,way,to,the,gym,already,but,thx,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Pistols,and,bad,"bitches,",hustlers,and,bad,business!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Who,takes,mid,from,the,best,midlaner,NA???,Fuckin,solo,Q,fags.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
She,even,had,a,hoe,name.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
what,a,little,bitch,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GGChanel,@jesjosie,"Yeah,",it's,fuck,that,Jigsaw-faced,bitch,"everyday,",B.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
i,got,some,retarded,ass,"friends,",but,i,love,em,tho,they,make,my,life,nicer.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Devin,Hester's,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Asha,my,bitch,doe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Clown,ass,nigguh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,remember,meduddy,was,arguinghe,gon,say,"""shut",up,bitch,that's,why,you,raped,me,"!""",just,childish,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Cougar745III:,this,girl,comes,into,class,with,fried,chicken,and,pulls,hot,sauce,out,of,her,purse,i,mean,come,on,how,ghettoStereotypi,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GrizzboAdams,ight,nigga,tonight,at,9:00,c,burg,mall,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@queendulaaa:",Got,a,couple,bitches,saying,they,know,me,But,Ima,let,the,money,talk,for,me,"""",AND,I'M,LIKE.,#WWYD,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Hovaa_,shut,up,lizard,faggot,nigger,cunt,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Being,a,sober,soul,just,wasnt,interesting..,bitch,im,living,#5spmg,#GGL,http://t.co/W58Q6Hr20j,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
No,saving,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ChrissiBaxter:,If,my,man,ain't,appreciating,me,this,pussy,DEFINITELY,IS,gonna,end,up,in,another,nigga,mouth.,You,can,quote,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@RickBakas,Not,hard,to...she's,kind,of,a,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_missvain:,Lmfaooooo,RT,@sirTurn3r:,Lmaoo,Thats,what,u,got,from,this?,RT,@waddupivy:,Dougie,be,yamming,the,coon,all,that,beat,boxing,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Tryna,save,a,hoe,that,don't,wanna,be,saved,nope,nope,nope,not,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Who,the,fuck,puts,a,block,of,cheese,in,they,room,without,a,refrigerator,ghetto,ass,niggas,"eases,",like,that's,just,the,thing,to,do,wrong.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""Niggas",always,yelling,"""Fuck","bitches,",Get,"money""",meanwhile,they're,broke,and,still,want,the,bitches,".""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Sammytbh,whats,your,youtube,channel,then,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ShawnIrwin9,okay,closet,fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ImKnownAsDevin:,Just,cause,somebody,put,"""bad""",in,front,of,it,yall,okay,with,being,called,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Youlove_Tyler,lol,girrrrl,these,bitches,crazzzzy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitch,betta,get,it,right.shout,out..ddaaawwgggffaaaccee,cccaalldddeerooonn..dese,hoes,be,aktin.,http://t.co/FElt4DNd,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Iemonaids,done,that,spell,check,we,know,you,meant,fat,liberal,Dyke,feminist,Nazi,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@RAYCHIELOVESU:,I,just,don't,understand,the,grey,area,of,being,a,hoe,but,lying,about,it.,Like,close,your,legs,OR,just,be,about,that,life,<pad>,<pad>,<pad>,<pad>,<pad>
@TheBlackTicTac,Call,me,bitch,again,and,see,if,I,don't,slap,the,sexy,out,of,your,mom,and,have,Justin,Timberlake,bring,it,back.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@IamMrEchols:,You,hoes,don't,deserve,the,respect,you,ask,for,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"Okay,",kids.,#RickAndMorty,just,came,on.,That's,how,I,know,I'm,tweeting,WAY,TOO,LATE,on,a,#Sunday,night.,#booya,#bitches,I'm,outta,here,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@RubyFakhoury:,We,out,dis,bitch,http://t.co/Vb8C2Pjnvi,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@linaa_eddz:,"""@kxngnandi:",And,I'm,not,stuck,up.,You,niggas,just,love,assuming,bitches,want,yall,when,we,just,being,nice,"""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@katelyn_lomax,I'm,not,a,nig.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Now_Thats_Fresh:,YG,threw,a,pool,party,and,wore,pants,with,chucks.,His,sole,purpose,of,throwing,that,party,was,to,fuck,bitches,out,there,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,pretty,sure,the,dmv,won't,let,me,take,a,new,"pic,",but,a,bitch,might,accidentally,lose,my,license,again,where,they,have,to,take,a,new,pic,<pad>,<pad>,<pad>
Yeen,no,real,nicca,if,yeen,got,no,porn,sites,n,your,internet,history,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"#porn,#android,#iphone,#ipad,#sex,#xxx,",|,#Latina,|,Latina,chick,gets,her,pussy,pumped,http://t.co/4dhwuI5ARd,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ERlKTweets:,what,the,fuck,is,this,disgusting,nigger,from,the,movie,captain,phillips,doing,on,the,red,carpet,for,the,oscars,what,the,fuc,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@jaunthegoat:,Lost,my,erection,and,found,it,in,your,girlfriends,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@jdickerson,@ScottPelley,@bobschieffer,all,racist,nTx,trash,w,@NorahODonnell,all,hate,to,see,this,particular,man,in,WH,n,not,the,"""Butler""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Wash,up,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_xCallMeZiaa:,Lil,stupid,ass,bitch..,i,aint,fucking,with,YOU,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@MANIAC3X:,@Buckm00se,I'd,rather,be,from,a,rancho,then,live,in,ghetto,ass,urban,areas,with,niggers,and,nigger,impersonators.,Adopting,ni,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Megatron,must've,fucked,Stafford,bitch,or,something..,He,will,not,throw,my,mans,the,ball.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@kingxxlopez,Roberts,is,a,fuckin,fag,smack,the,shit,outta,him,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ShayLovesYa,bitch,u,lame,as,fuk,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
So,I,guess,I'm,on,snapchat,now?,So,snapchat,me,bitches.,Danvii,.,No,idea.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@STROCORLEONE,@ThoughtsOfRandy,@Yummys_World,all,deze,hoes,got,past,demons,in,em.,YOLO,nigga,lol,+,Hahahahaha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
U,still,fuck,with,your,old,bitch?,<pad>,Disrespectful,like,shit,http://t.co/CEYCDVZ4w5,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,a,super,bad,bitch,walk,past,u,and,u,can't,help,but,stare,http://t.co/64Iwjvx2xE,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KevinHart2ReaI:,All,Bow,Wow,hoes,on,the,"stage,",lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,bitch,cold,not,average,you,couldn't,fuck,my,last,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,hoes,gettin,replaced,soon,as,they,start,to,fuck,wit,my,cheques,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Don't,be,a,pussy.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
go,get,left,in,a,hot,car,and,die,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sho_time_,@MitchVorce,chill,ur,pussy,gay,af,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Hurry,up,nigga,this,the,last,key,they,dont,kno,where,the,fiberglass,safe,at,to,get,in,that,bitch,you,need,a,glass,key!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Flow935,jus,wanted,to,let,y,ll,know,hope,the,hurricane,kills,your,soca,sunday,trash,#LORDWILLIN,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ItsDomanic_:,@fabbymichelle,@BrianLovesAss_,alright,i'll,meet,you,there,and,im,not,a,fag,",",in,fact,Brian,don't,give,her,shit,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,turned,on,the,BET,awards,for,10,"seconds,",and,got,to,witness,random,bitches,getting,"drunk,",and,D-Wade,dancing,to,R-Kelly.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@__prvncesssss:,"""@lilnas_:",Niggas,bitches,getting,"exposed""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
And,you,a,bitch..,Even,when,you,say,you,love,"me,",you,a,bitch.,I,pray,you,crash,like,Caroline,into,a,ditch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Since,you,gave,me,the,pussy,that,ass,getting,fatter,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
