0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
RT,@Tip_It_In:,#IfSheCantSuckTheDickRight,slap,it,on,her,forehead..,The,bitch,needs,a,spankin..,discipline,her,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Don't,get,yo,bitch,ass,killed,in,new,Atlanta,baby!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
The,moment,when,you,truly,believe,ur,a,fucking,pice,of,trash,it's,a,lovely,felling,...,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Coley_Cee,bitch,stop,takin,my,shit,ooo,I,hate,u,u,dumb,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
x_x,RT,@LaDarinAintShit:,Fat,bitches,with,normal,sized,legs,be,looking,like,car,keys.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sarahecarroll:,100%,of,the,female,population,needs,to,stop,being,such,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Cuner,Makes,you,a,pussy.,Making,stupid,internet,threats.,You're,a,child,and,if,it,is,about,you,which,idk,if,it,"is,",it's,probably,deserved.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@waymoflydenu,Why,yall,think,its,ok,to,be,faggots?,and,want,us,to,be,cool,with,them,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
holy,shit,i,am,just,getting,dunked,on,by,a,cripple,this,is,unreal,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,a,hoe,for,not,having,deals,on,fried,chicken,@groupon,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,a,real,life,faggot,if,you,ever,fight,another,man,because,he,fucked,your,girl.,You,just,gotta,take,that,L,like,a,man,and,move,on,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@uncledaddy69:,@weakenednachos,California's,biggest,retards.,Don't,forget,about,HOLY,who,just,released,an,amazing,EP.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@vickyBeanMr:,Girls,"""go",talk,to,your,other,"hoes""",game,too,strong,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,girls,say,like,ohh,I'm,so,"ugly,",like,bitch,you,ain't,fishing,for,compliments,you're,like,deep,sea,"diving,",fuck!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AlexisDiamond_:,With,his,bitch,ass,",",buut,thaats,bae,kinda,lol,(:,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitch,dick,too,bomb,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@xsotoxevelynx,haha,yuhhh,did,I,hit,that,hoe,or,what,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@the_ironsheik:,Wake,up,you,dumb,son,of,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@VillageBae:,All,Detroit,niggas,do,is,listen,to,DBCO,and,fuck,other,niggas,bitches,while,trying,to,hold,on,to,their,own,with,no,money,an,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@bnp,We,are,being,overrun,by,mongrels,because,ZOG,or,the,Jews,that,run,our,countries,want,the,white,man,to,perish.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
------RT,@Maxin_Betha,@HumbltonBanks,ankle,socks,in,general,are,for,the,faggots,bro,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Gansitos,are,ATG,beaner,candy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Lil,dumb,ass,bitch,I,ain't,fucking,with,you,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Omg,bitch,buy,a,dildo,and,stfu,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@maybe6789:",Now,u,got,what,u,want,bitch,!,Enjoy,it,"http://t.co/gLQzwtGMj9""",now,this,is,a,crazy,party,I,would,love,to,attend.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,niggas,puttin,bitches,you,haven't,even,fucked,yet,on,a,pedestal.,Scratch,her,off,your,hit,list,b.,You,ain't,never,hittin,that.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Rt,@princessalyssxo:,When,I,see,you,walk,up,I,think,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sportsdude53,haha,not,you.,Just,getting,shit,from,everyone,else,when,my,second,favorite,team,is,the,redlegs...,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sbsylvester,@kieffer_jason,@hunterbuch66,bitch,u,ugly,then,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
VP,Joe,the,Dildo,still,wants,your,guns.,Hey,Joe.,FU.,Oath,breaking,prick,needs,to,be,routed,out.,Hows,it,feel,to,be,honkey,whippin,boy?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@imGuccinizz:,Quit,it,with,that,you,got,hoes,shit,you,ain't,got,a,got,damn,thanggg,witcha,ugly,ass,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
every,time,i,try,to,quit,"smoking,",some,dumb,bitch,always,gotta,be,fucking,annoying,and,try,my,patience,lmfao,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Millions,of,niggas,can,rap.,Can,any,of,y'all,make,music?,Like,a,quality,song.,Not,just,you,spittin,bars.,Shit,you,can,play,wit,the,bitches?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Oh,please.,You're,a,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@kcarmouche:,How,you,"real,",don't,put,NO,money,on,you,nigga,books?,But,chu,buy,a,bitch,Chanel,just,to,hit,the,Puss!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ClutchAction,c'mon,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Chykalet:,If,you're,fucking,your,sons,barber,and,you,still,gotta,pay,for,the,cut.ya,pussy,is,wack!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,this,bitch,don't,turn,Crash,in,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ibethathigh_RNS:,She,called,me,Mexican,is,that,all,she,have,on,me,tho?,IM,A,PROUD,HISPANIC,BITCH,sure,liked,this,dick,tho,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@beyoncesGEDtest:,The,"""his",momma,dead.,bitch,really,think,i,can't,connect,my,own,lucky,"number""",face,http://t.co/LFu19F4ovK,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@joytooawesome:,@im_jessicaaaaa,@vintage_monroe_,haha,bitch,<pad>,http://t.co/n5uuCDTDxT,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Never,give,a,bitch,the,impression,that,u,need,them,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@clayton_jenn99:",I'm,gonna,miss,that,bitch,of,a,bus,"driver.""no",you,won't.,Don't,lie,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
This,nigglet,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@WolfpackAlan:,Oreos:,First,you,twist,"it,",then,you-,aw,"crap,",it,broke.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@bri_shackelford,@bellaangeletti,sorry,dyslexia,is,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
U,corn,fly,then,bitch,when,it,has,no,seeds,and,its,lime,green,with,full,of,Crystal,all,over,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,a,hoe,if,you,crying,because,yo,ass,pregnant.,It,was,all,smiles,while,you,was,riding,that,dick,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@AlexDunlapNFL,@BDOE_KLBJ,that,evil,son,of,a,bitch,deserves,everything,that's,coming,to,him,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fat,bitches,Twitter,names,be,"""",PrincessCookieNeckBackCrack,"""",lmaoo,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@UcfGawd:,Crying,over,a,guy,on,Thanksgiving?,Nah,bitch,pick,your,head,"up,",you,making,the,turkey,soggy.,Thanks,A'Shanni,*pats,turkey,dry*,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JAYREIDOFFICIAL,my,nicca!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Oh,I'm,nasty,for,smoking,cigarettes?,And,you're,nasty,for,not,washing,behind,your,ears,everyday,stupid,little,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitch,u,kno,my,game,tight,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@JHarmelink182:,The,fox,says,you're,a,cunt.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ImaSavageBruh:,bitch,got,me,acting,crazy,as,hell,lately,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MikeTheStatey,#Sequester,Den,the,fat,colored,girl,chased,me,down,day,street,while,she,swingin,da,table,wit,one,arm.,I,wants,my,pay!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Every,slant,in,#LosAngeles,should,be,deported.,Those,scum,have,no,right,to,be,here.,Chinatown,should,be,bulldozed.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@rickygervais,BORING&amp;HACK,allah,and,mohamed,are,also,against,fags.PLEASE,mention,them,as,well.did,God,take,away,your,balls,as,punishment?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DoseofOc:,@Dirrttyydan,Fasho,you've,been,officially,hired,as,my,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@katherinerrrr,hoes,gon,be,hoes,so,so,i,couldn't,blame,tammy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AbbeyGoldd:,Fuck,Joo,musts,broke,this,niggas,heart,stealin,his,bitch,if,he,that,hurt,with,her,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Niggas,wear,wigs,more,than,bitches,these,days.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DrBrewWatkins:,Getting,bitches,http://t.co/dwyd4RRM7v,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
OMG,@FrannyHilIson:,@pattiemallette,ugly,faggot.,Your,a,bad,mother.,You,should,kill,yourself,like,Robin,Williams,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Zwaaad,fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Talk,about,me,behind,my,back,I,hate,that,pussy,shit.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_LiftingProbz_:,if,i,had,a,dollar,for,every,time,i,fucked,ur,bitch,http://t.co/8ike4m29co,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TheOrangeCone:,That,rocket,blowing,up,reminds,me,of,that,time,in,college,when,I,blew,a,tranny.,But,in,my,"defense,",I,was,drunk.,Both,tim,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ClicquotSuave:,nigg,complaining,about,a,journal,and,bitches,half,naked,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MarioOlvera94,follow,me,bitch,lol,u,too,good,to,follow,back,ha,ha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Side,hoes,need,rounds,too.,RT,@Peachpapayya:,They,always,play,stupid,hoe,song,back,to,back,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Cancerous_Kevin:,@TimRossComedy,@Michael_Craig12,I,feel,like,Tim,Ross,is,a,nigger,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KINGSHA_MUGGA:,My,bitch,better,lie,to,"me,",more,than,5,bodies,and,I,cant,stomach,"it,",ill,fucking,die,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@King_Lonnie_19:,"""@TaeCocky:",Rihanna,is,a,talented,"hoe""",http://t.co/uL4ePHA2qy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
This,nigga,think,he,gone,play,me,shoot,dice,let,yo,hoe,fade,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@MarqsBack:,@viaNAWF:,Twitpic,your,reaction,if,you,find,out,the,love,of,your,life,selling,pussy/sold,pussy,on,backpage,http://t.co/xZi,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,beg,to,differ,on,that,lip,bittin,shit.,Dis,bitch,bit,my,lip,nd,tried,to,suck,my,blood.,Aint,shit,sexy,about,that,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Landontours:,Nice,baby,bump,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_illionaire:,@VoiceOfDStreetz,hahahaha,signs,be,funny,than,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,problem,is,caring,about,bitchesnoggas,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
What,was,that,knob,to,get,shit,back,in,focus,when,it,started,getting,fuzzy?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Idk,bro,@JactionJ:,a,bunch,of,hoes,really,doesn't,compare,to,having,that,one,faithful,girl,bruh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Manstagram_:,This,bitch,went,full,on,retard,http://t.co/nXj4QqGMx2,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,a,bitch,now,?,Ok.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitch,I,might,b,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
A,bitch,wanna,get,slick,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@21Cvasquez,little,bitch,your,ass,is,getting,tased,when,I,get,home,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
This,is,how,you,know,LHS,is,ghetto.,http://t.co/9eAGkXDGH5,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Them,queer,ass,shorts,Rabchenko,got,on,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@young_moniee,what's,this,chinks,email?,I'm,moving,to,China,and,slicing,his,throat,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MrPOONsoaker,lmao,60,but,Im,hella,skinny,so,bitches,dont,like,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
yet,this,nigga,still,checkin,up,on,his,old,hoes...,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
White,trash,okies,don't,count,as,real,white,people.,To,count,as,a,white,person,you,have,to,count,a,person.,Okies,aren't,people.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Every,day,I,wake,up,celebrating.,Why?,I,just,dodged,a,bullet,from,a,crazy,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Ima,spread,that,pussy,out,like,a,acre,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
The,pilgrims,was,high,as,"fuck,",like,"""Lets",kill,a,big,ass,bird,and,eat,it,with,a,billion,other,things,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
