0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
@SophieRo3,if,only,there,was,a,medal,for,that:,"""we",hate,"fags,",but,we,won't,kill,"them""",medal.,Thank,u,for,the,privilege,to,let,fags,live.,<pad>,<pad>,<pad>,<pad>
fucking,queer,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Why,you,worried,bout,that,other,hoe?,Cuz,that,other,hoe,aint,worried,bout,another,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JfromHuntington,@thatUPSdude,&lt;,I,hates,to,interject,but,cans,I,have,yo,digits?,I,likes,wiggers,dat,wanna,be,fucked,by,coloreds,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fuck,ya,main,hoe,now,she,claimin,mob,hav,her,brake,ya,heart,wen,I,rob,ya,inda,daark,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@FriendlyAssh0le:,rt,if,u,remember,when,steve,from,'blue,clues',left,us,with,that,other,bitch,ass,nigga,joe,http://t.co/alUy9EO3xK,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AnAbsurdBird:,Of,course,the,day,I,nip,out,with,shit,hair,&amp;,wearing,my,scruffy/but,favourite,stolen,hoodie,is,the,best,time,to,bump,into,<pad>,<pad>,<pad>,<pad>,<pad>
@allsportsbruh,you,say,waste,a,draft,pick,on,Manziel,when,we,have,Mallet.,that's,why,I'm,telling,you,to,delete,your,account.,You're,retarded,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@beesands10,But,that's,what,you,call,white,trash,with,money!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@saucygyro,that,was,back,when,nigger,music,was,decent,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@BetoDavidThomas,@JesseCanon,lmfaooo,oh,well,fuck,that,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Dhoopin32:,When,my,bitches,call,me,daddy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Buckm00se:,chava,needs,to,stay,in,his,lane,and,keep,sending,gyro,to,hell,you,dont,want,it,with,the,big,boys,you,dirt,infest,ass,beaner,<pad>,<pad>,<pad>
@Kaayyllee_,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Hypocritical,little,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
She,must,not,know,I,got,over,"3,000",followers,breh,this,bitch,gotta,get,the,fuck,up,outta,this,VIP,section,dawg,she,decreasing,my,value,<pad>,<pad>,<pad>,<pad>,<pad>
Notice,I,don't,make,music,for,niggas,that,don't,get,pussy.-Drake,#LordKnows,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"DeeDee,","Patrick,","Ed,","Sheen,",Timmy's,"Dad,",Beavis,&amp;,"Butthead,",Peter,Griffin.,This,is,just,a,list,of,SOME,mentally,retarded,cartoon,characters.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
DO,IT,DO,IT!,You'll,still,e,a,fag,but,do,it(:,<pad>,I'll,pass,Heidi.,;),http://t.co/UTttLmOLXO,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,lost,it.,"""you",think,you're,too,good,for,me?,you,paper,"bitch!""",and,I,fell,on,the,bed,and,I,fell,off,the,bed,and,I,slept,on,the,floor.
RT,@slbgng_eddie:,@cristinacetino:,@slbgng_eddie,shit,nigga,don't,complain.,Now,you,got,room,for,hella,nudes,from,hoes,"Trueeee,",I'll,hy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LexiLanxon,ratchet,white,trash,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Shoot,that,niggahis,shorty,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
One,thing,u,can't,get,me,to,do,is,trust,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@alexissert,leave,dyke,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Water,whippin,bitch,that,bobby,buschi,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,from,#SouthChicago,so,I,know,it's,bad,"but.bitch,",it,ain't,like,you,live,in,Englewood!,#FOH,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Kill,her,body,with,four-play.,Her,pussy,should,be,so,weak,from,teasing,that,its,impossible,to,hold,back,a,orgasm,during,heated,sex,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@IAm_Cream:,RT,@DontGetGrandHoe:,When,y'all,hoes,going,to,learn,how,to,spell,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
A,lot,of,bitches,eat,ass,nowadays,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@MichalaSmith4:,shout,out,to,the,faggots,who,took,a,million,and,one,selfies,on,my,phone.,<pad>,@zzachbarness,@michealallen72,http://t.co/,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitch,I'm,me..,baby,I'm,me!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@maccabeez:,"""youre",becoming,a,real,bitch,on,this,car,"ride.""",-,john,on,me,not,caring,whether,or,not,fountains,of,Wayne,makes,money,on,tour,<pad>,<pad>,<pad>,<pad>
RT,@Prima_Doma:,Then,he,just,got,too,basic.the,hoes,loved,it.,From,then,on,he,made,them,his,focal,audience.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Crownthatbitch:,Your,pussy,so,bomb,I,call,it,dynamite,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@mckinley719,@UberFacts,Mmm,no,thanks,I've,been,saving,mine,up,for,this,point,in,time..fucking,queer..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@SegwaySurfer:,hard,2,keep,the,hoes,off,me,http://t.co/LemzSFqvEl,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Prophzilla,before,I,went,off,to,college,I,wanted,to,get,a,ukulele,but,quickly,realised,I'd,be,a,bigger,fag,than,the,guitar,kid,in,the,quad.,<pad>,<pad>,<pad>
',I,fw,these,niggahs,everyday,",",Neva,changed,up,",",always,been,the,same,to,a,niggah,.,Been,thru,shit,with,ma,niggahs,.,<pad>,<pad>,<pad>,<pad>,<pad>
High,then,a,hoe,watching,wolf,of,Wall,Street,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@XxminijokerXx:,@VocaToaster,autocorrect,its,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@alwayznpolo,fuck,all,cops.,and,fuck,you,too,tarah.,bitch,your,elongated,nose,is,shaped,like,a,horses,dick.,@tarah_dactyl_,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
This,office,is,used,to,pound,somepussy,http://t.co/x8jlLf0fA9,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
<pad>,cunt,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Some,of,these,hoes,out,here,for,everybody.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@hmianturner,boooooi,that's,TMI,for,these,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Im,just,a,young,niggah,tryna,live,my,life,long,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,am,the,real,vampire,nigger.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_xMaiya_xMonike:,What's,the,difference,between,a,maina,side,bitch,??,Shit,y'all,both,getting,feed,liesdick!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
getting,every,dolla,out,this,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Money,over,bitches,even,though,I,love,ladies,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@t5_harris,Are,you,working,on,route,running,and,catching.,You'll,be,a,good,WR,for,Grier.,Have,fun,with,the,white,"trash,",racist,UF,fans.,#FSU,<pad>,<pad>,<pad>,<pad>,<pad>
like,a,bitch,pic,is,flirting,nowadays,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@KamalShaqi,@Kevinnnnn_05,it's,funny,how,this,page,quoted,my,tweet,about,the,term,"""camel","jockey""",bc,I,AM,a,fucking,Arab,you,dumbass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,side,bitches,will,wait,til,they,know,u,wit,ya,lady,to,text,u,"""hey","boo""",bitch,gtfoh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@HighClassCapri:,@what_evaittakes,ohhhhh,yes,bitch,yesssu,ready,T?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_LezzzBeHonest,Me,bitch!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,u,hitting,it,from,the,back,u,gotta,call,her,"""bitch""",they,love,that,but,don't,u,dare,call,em,"""slut""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JAYREIDOFFICIAL,a,nicca,anxious,to,hear,that,shit,my,g,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AlmightyAlijah:,Told,yo,bitch,get,on,her,knees,I,don't,want,no,sex,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Can,#faggots,of,#HoneyBooBoo,imagine,this,#internet,world,was,created,to,trap,them,and,feed,them,to,#Allah,like,gazelles?,#IT,#StephenKing,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
i,listened,to,dedication,4,about,three,times,"exactly,",any,more,than,that,gon,make,you,a,pussy,eater,#subsciously,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
She,gon,look,over,these,bitches,like,terms,and,conditions.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@AustinBurge44,pussy,ass,schedule,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@lightskin_chink:,This,vine,still,funny,as,shit,to,me,"""How",many,niggers,are,in,my,"store""?",https://t.co/t7rUJTKEi1,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@JasminePore:",If,you,dressed,up,as,a,cat,for,Halloween,you,are,"basic.""",.or,a,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fucking,faggots,@DMVFollowers,aren't,from,or,live,in,"DC,",Maryland,or,VA,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
lbum,de,fotos:,gaywrites:,In,the,"Making,",a,project,by,and,for,queer,students,at,"Harvard,",highlights,the...,http://t.co/XZQ9XmaQTf,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Mr_JSmart24:,Twitter,was,fye,when,niggas,used,to,go,in,on,Trending,Topicsnow,its,just,recycled,tweets,and,hoes,screaming,they,want,loy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@white_thunduh,stfu,you,dont,get,any,pussy,fuck,boy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@RabehChararah1:,Wack,ass,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DgkAdriann,shes,a,bad,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
1st,game,of,Fall,7s..,finna,kill,some,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Alan_Casillas,niggah,lol,i,had,6,beers,before,i,went,to,the,bar,then,had,4,beers,at,the,bar,then,got,a,12pck,on,the,way,home,lool,<pad>,<pad>
Friday,is,gunna,be,my,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@lyvvvm:,I'm,such,a,bitch,lmao,I,really,just,say,what's,on,my,mind,though,can't,help,it,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,tired,of,bitches,thinking,they,cool,when,they,ugly.,If,you're,ugly,bitch,that's,all,you,are,is,ugly,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@AndrewJBurns1,@Tommy_Russell_,homo,ass,crackers,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
how,the,fuck,do,all,these,fucking,faggot,ass,randos,even,find,zoe's,ask,account????,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AIanHangover:,If,I've,ever,offended,"you,",im,sorry..,that,you're,a,sensitive,lil,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Tia,chepa...,Uhh,Noo,bitch,she,is,your,Tia,Irma,aghh,he's,so,annoying,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Please,@oldirtyjesus:,shut,up,hoe,@MARlSOUL:,I'm,honestly,a,nice,person,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@xDSmooth:,The,way,this,niggah,just,flinched,at,this,movie,was,#priceless,@1BookieG,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
don't,try,to,be,nice,to,me,after,you,were,being,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DomIzDope,lmao,I've,always,wanted,to,ski..bust,my,ass,or,not,I'm,innat,"hoe,",fit,and,all.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
',Indiana,niggah,you,can,tell,from,ma,muhhfuckin,grammar,",",I,swear,I,got,3,hoes,with,me,just,like,I'm,Santa,<pad>,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,get,bitches,on,tinder,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Hopefully,this,niggah,buys,my,gamma,11's,cause,I,want,them,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Seattle,Mayoral,Election,this,year.,A,choice,between,a,bunch,of,"women,","non-whites,",and,faggots/fag,lovers.,http://t.co/rwhgMRLaZX,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ElaineeEspinoza,"*you're,",*bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Jontel_20,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Think,it's,okay,to,take,my,property,and,break,it?,Fuck,you,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Like,I,said.,fuck,a,LeBron.,His,fan,"base,","bandwagons,",dick,"riders,loyal",ass,eaters.,I,don't,like,bitch,niggasthose,that,love,one.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
hoes,like,when,you,"honest,",they,say,it's,different.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,don't,care,how,hot,a,bitch,"is,",if,her,personality,is,"shit,",shes,shit.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SoftestMuffin,@_tee13,@TorahBlaze,will,convince,u,that,is,a,"lame,","you,",a,nigger,liver,believes,it,cuz,you,a,nigger,whore,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@atspace,your,2.,And,3.,Nigga,them,hoes,suck,wayans,brothers,are,not,funny,at,all,Jamie,foxx,should,be,number,2,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fuck,aroundtake,them,hoes,back,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
All,the,coons,use,the,same,effect,on,their,pictures,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Leelucas_:,I,fucked,up,in,the,6th,gradeyeah,bitch,you,wants,to,fight,me,with,yo,dawg,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TheVoiceOfMiami:,If,you,got,to,have,every,hoe,you,see,you,a,weak,nigga...,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KoolAssK:,Niggas,be,trippin,about,they,shoes,in,clubs,tf,u,wear,them,hoes,for,nigga,all,my,shoes,club,shoes,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Magssca:,@Adrienne_Bailon,bitch,U,TRIED,IT,.,U,deserved,every,foul,word,that,came,out,Chris,mouth,<pad>,bye,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@JAYREIDOFFICIAL:,Jus,know,...S/O,to,my,nicca,@im_yung_jay,#BKent,#MME1636,http://t.co/3XInzjnm2u,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitches,that,dont,eat,meat,are,likely,to,develop,mental,illness,http://t.co/7J0Hm1lP97,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
