0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
有,沒,有,魔法,咒語,可以,讓,女生,腿,打開,的,八卦,?,?,"""",讓,我,無套,幹,你,就給,你,1000,萬,"""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
動物,太胖,會,找,不到,異性,交配,嗎,?,肥胖,應該,是,家畜,比較,可能,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,1111,是,購物節,?,商人,創,的,",",不,知道,有,沒,有,打,砲,節,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,8,+,9,抬,轎,怎麼,不,蒙眼,的,八卦,?,這樣,腳會,被,燙傷,<pad>,<pad>,打,砲,很,不,方便,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
想到,一堆,情侶,昨天,一直,打,砲,",",我,就,火,!,!,!,?,大夜,沒,有,男,店員好,嗎,=,=,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
兩廂,情願,打,砲,後,反悔,的,都,是,哪種,人,?,女孩,愛上,純情,肥宅,就是,快樂,結局,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如何,鍛,鍊,讓,自己,忍住,十分,鐘不,射精,?,不要,尻,就,好,了,=,<pad>,=,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
喜歡,巨乳,是不是,疾病,?,買,一堆,氣球,捏,爆,就,會治好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
虛擬,性交,何時會,實現,?,?,邊看,a,書邊,打手,槍,就是,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,何滅,火器,聲勢,拉,不,起來,?,?,支持性,平權,但,卻,會,說,要,幹,你,媽媽,的,團體,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
把,女生,嘴巴,當,小穴,猛幹,是不是,很爽,?,爽爽爽,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
在家,除了,瘋狂,做,愛還能,幹,嘛,?,你,是,說,你,的,十根,手指,嘛,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
尻,槍,完會,洗手,嗎,?,不洗,也,太,噁,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
便利商店,的,茶碗,蒸,是不是,很,難用,?,要用,蒸,的,啦,",",打開,還會,被,汁,顏射,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
每到,星期五,就,想,做,愛,?,果然,被,我,猜,到,你,在,打手,槍,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
鄉下,地方,就,一定,純樸,嗎,?,沒看,過淳樸,系列,的,A,片,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這輩子,都,沒夢,遺過,會,怎樣,嗎,?,從來,沒夢遺,跟,從,來,沒,打炮,，,選一個,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如何,讓,學妹,跟,男友,分手,",",而且,沒,做,愛過,?,等,你,大四,再,拐學妹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女生,長,太高,陰道,會,鬆,鬆,的,嗎,?,處,男管,真多,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
以,工程,師為,主題,的,A,片,或,甲片,該,如何,編劇,?,弄,到,一半,突然,有靈感,就,一邊,寫,程式,碼,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,一個,禮拜,做,愛幾次,?,跟,右手,4,次,",",左手,6,次,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
要,肛交,，,不要,性交,?,還是,你,也,不敢,跟,自己,孩子,說,你,是,爸媽,做,愛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅會,逛,成人,展,?,當然,要,去,看看,每天,尻,尻,用,的,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
第一,個,玩,口交,的,人,在,想,什麼,?,本能,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
聖誕節,沒有,放假,要,如何,幹,砲,?,肥宅,只能,去,嫖妓,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,什麼,時候,可以,中,出,女孩子,?,一輩子,處,男,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
A,片載,太多,<pad>,看不完,怎麼,辦,?,我覺,得,是,你,年,紀大,了,精力,不夠,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
爸爸,看兒子,帶,正妹,回家,打炮,的,心情,如何,?,肥宅,只能,拿,R20,回家,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這是,什麼,昆蟲,?,好,想,跟,那,隻,青蛙,假,交配,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女生,笑容,和,奶子,哪個,迷人,?,好,想,跟,奶妹,瘋狂,做菜,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為何,女生,都,覺得,男生,雞,雞,髒,髒,?,每天,記得,洗,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
包莖,的,人,龜頭會,流汗,嗎,?,割包,的,人會,有,包皮,垢,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
是不是,沒有,A,片,合法化,導,致害,了,豆導,?,?,松尾,那長,相,竟然,吃掉,我,一堆,女神,ㄇ,ㄉ,幹,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
慟,!,!,!,沒錢,買,電源供,應器,怎麼,辦,?,(,嫖妓,陣線,),?,連測試,都,沒,測試,就,說,是,power,文組,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,一天,做,愛幾次,?,照,三餐,打炮,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
用,mac,看,a,片會,比,較,容易,高潮,嗎,?,你,試試,看,就,知道,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
新田,惠海,的,奶頭,才,不,黑,!,不要,再亂,說,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,當初,誘姦,找,教官,有,辦法,解決,嗎,?,水果,日報,：,離譜,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大雄,跟,哆,啦,a,夢,做,愛過,嗎,?,第三十四,號規則,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
請問,在,辦,公室,被,女同事,休乳,，,何解,?,?,先摸奶,讓,他,知道,你,的,厲害,，,被,吉,再,說,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女生,凹,男生,吃,飯,也,能,吵,?,要,如何,跟,她,說,想,做,愛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
真的,有人,每天,做愛嗎,?,五樓,天天,被,肛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
下一個,爆出,誘姦,的,名師會,是,誰,?,你們,誰,沒,誘姦,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
妹子,說,要,拿,粽子,過來,",",該,注意,什麼,?,?,準備,打,砲,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,看,影片,已經,習慣,快,倍速,播放,的,八卦,?,?,看,a,片,打手,槍,是,一種,壞,習慣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
射精,管理,學,的,八卦,?,可悲,宅,男,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
很,喜歡,女友,全裸,戴耳環,與,項,鍊,打,砲,!,肥宅,睡醒,沒,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
搬家,什麼,東西,最該,丟,?,A,片,",",再,抓,新,的,就,有,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
男人,為,什麼,會,有,奶頭,?,打炮,的,時候,叫,女生,舔,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
男生,會,在意,陰莖,長,度,嗎,?,女生,會,在意,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
空姐,為,什麼,都,在,搞代購,啊,?,不,知道,有,沒,有代,摳,這種,行業,@,"""",@,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
要,怎麼,跟,亂馬邊,洗澡,邊打,砲,?,亂馬,女生,真的,超可愛的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
吉朋,的,八卦,?,死,都,不,拍,中,出片,但是,有無碼,照片,流出,過,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女生,笑容,和,奶子,哪個,迷人,?,妹子,看到,你,很,開心,一直,笑,才,是,真的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
今年,還沒破處,?,已經,30,年,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
是不是,什麼,事情,都,可以,靠,瘋狂,做,愛解決,?,肥宅,只能,尻,尻,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
可以,分享,破處,的,經驗,嗎,?,我,先,去,嫖妓,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大便,聽到,隔壁,在,看,a,片,?,大便,塞到,他,嘴裡,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,奴性,是,從,小養成,的,卦,?,看成,性奴,",",害,我,開心,的,點進,來,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,外國,這麼,多無套,性交,?,台灣,也,很多,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
請問,做,愛為,什麼,要,叫做,愛,?,還好,我,直接,說,要,不要,來,吃,我,的,雞,雞,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
跨年,的,意義,?,?,跨年,就是,要,打,砲,啊,不然,要,幹,嘛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
第一次,做愛的,感覺,怎麼樣,?,?,舒服,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,小,當家,的,料理,會,發光,發亮,呢,?,總比,某部,加春藥,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為何,手機,畫質,這麼,垃圾,容量,卻,比,A,片多,?,?,先說,你,用,哪台,手機,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
陰毛要,用,沐浴乳,還洗,髮,乳洗,?,把,毛,刮光,真的,超爽,的,",",三天,不用,洗,老二,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,剃,陰毛,的,八卦,?,?,嫌麻煩,<pad>,你,可以,用拔,的,用燒,的,用,雷射,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
阿公,在,看,A,片,怎辦,?,?,讓,老人家,看什麼,小,螢幕,，,不會,幫,他,接到,電視,上,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
兒子,看到,爸爸,帶正妹,回來,打炮,",",是,什麼樣,的,?,嫉妒,",",羨慕,",",恨,",",想,辦法,追過,來,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
分享,喝茶,經驗,的,心態,?,我,以前,還公開講,我,愛看,A,片耶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
娜,美,把,浴袍,脫掉,給魯海,看,的,時候,有露,毛,嗎,?,?,喬巴,全裸,還露,毛,怎不說,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
手太冰,怎麼,辦,?,手,再,伸到,口袋,裡,握住,雞雞,取暖,。,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
第一,個,A,片,哪個,網站,看,的,?,?,pornhub,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
美國,高中生,就,在,瘋狂,做,愛了,嗎,?,台灣,也,差不多,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大學,畢業,前,破處,是,正常,的,吧,?,?,應該,吧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
嫖妓,的,人,是不是,下雨天,沒錢,買車,只能,騎車,?,你,看看,自己,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女同學,穿,搭,很,沒,sense,怎麼,辦,?,你,也,幹,不到,他,",",死處,男,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
多久,跟,老婆,愛愛,一次,?,一年,有,十次,就,好,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
看,A,片,已經,沒,感覺,了,怎麼,辦,?,試試,gay,片,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,龍龍,的,八卦,?,?,我,對,女脫,衣秀,表演者,比較,有,興趣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
身邊,的,人,都,開始成,雙成,對,了,怎麼,辦,?,肥宅用,雙手,尻,尻,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
沒,有空,氣濾,清器,的,密閉,辦,公室,?,正妹,奶頭,的,死,皮,可以,泡茶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
陳,為廷,?,人,妻候,選人給,一位,摸奶,犯力,挺,<pad>,不覺,得,羞恥,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
最廢,的,電視,購物產品,是,啥,?,粉紅乳暈,霜,<pad>,聽,說,會,變成,磚紅色,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,對,繼母會,有,複,雜情,懷,嗎,?,?,A,片少,看點,好,嗎,，,幹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,日本,會,盛行,A,片,?,?,台灣,不,合法,<pad>,還有,台灣人,偽善,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,到,死,都,是,處,男,嗎,?,肥宅,快,去,嫖妓,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
晚上,要,跟,正妹,打炮,怎麼,辦,?,別,再,幻想,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
男生,邀請,去,他家,看貓,是,什麼,意思,?,想,跟,你,做,愛的,意思,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
在,歐美邀,女生,來家裡,看,Netflix,=,打炮,?,?,一起,開飯,才,有,機會,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
做愛能,接受,sm,嗎,?,會痛,耶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
男人,要,到,幾歲,才,不會,想,幹炮,?,還硬,的,起來,都,會,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
陳,為廷,?,我,只,記得,摸奶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
交,女友,後,多久,打炮,?,交往,前,就,打炮,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
心情,很差,但,女友,一直,盧我,做,愛,?,故意,秒,射,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如何,成為,電競,教父,?,狂幹,內射,幼幼台,姐姐,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
等,一下,大安,森林,公園,會,不會,噴水,?,噴淫水,?,潮吹,喔,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
古,阿莫,的,饒,舌,<pad>,是不是,開創,出新,的,領域,?,操,你媽,就,這些,人,在,消費,台灣,饒,舌,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
當年,冠希淫照,事件,<pad>,ptt,有,暴動,嗎,?,一堆,人,熬夜,等,炸,蝦,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
